period,product_name,product_type,fund_name,fund_abn,fund_type,total_assets_aud_m,return_target_above_cpi_pct,risk_level_label,statement_fee_aud,property_benchmark_pct,infrastructure_benchmark_pct,commodities_benchmark_pct,other_investments_benchmark_pct
2019-12-31,CareSuper,Generic,Care Super,98172275725,Industry,12540.0,5.70,Medium,583.00,12.0,8.0,,
2019-12-31,My Ethical Super,Generic,Christian Super,66628776348,Industry,988.2,2.60,High,700.00,10.1,6.0,,1.3
2019-12-31,Club Plus Super _ MySuper,Generic,Club Plus Superannuation Scheme,95275115088,Industry,2407.5,2.67,High,574.00,11.0,6.0,,16.0
2019-12-31,FirstChoice Employer Super,Generic,Colonial First State FirstChoice Superannuation Trust,26458298557,Retail,10226.1,,,,,,,
2019-12-31,Accumulate Plus Balanced,Generic,Commonwealth Bank Group Super,24248426878,Corporate,6258.3,2.00,High,412.65,8.1,7.2,,2.7
2019-12-31,Growth (Cbus MySuper),Generic,CONSTRUCTION AND BUILDING UNIONS SUPERANNUATION FUND,75493363262,Industry,47987.8,3.60,Medium to high,498.00,13.0,11.0,,5.0
2019-12-31,Balanced (MySuper),Generic,Energy Industries Superannuation Scheme-Pool A,22277243559,Public Sector,1090.8,3.00,Medium to high,475.00,10.0,10.0,,10.0
2019-12-31,MySuper,Generic,Energy Super,33761363685,Industry,2364.8,5.01,Medium to high,497.00,12.0,8.0,,13.0
2019-12-31,Equipsuper MySuper,Generic,equipsuper,33813823017,Industry,6482.2,5.35,Medium to high,482.00,7.0,7.0,,13.0
2019-12-31,Essential Super,Generic,Essential Super,56601925435,Retail,3669.0,,,,,,,
2019-12-31,First Super MySuper,Generic,First Super,56286625181,Industry,2864.7,3.50,Medium,818.00,10.0,10.0,,2.0
2019-12-31,Goldman Sachs & JBWere Superannuation Fund_MySuper Product,Generic,Goldman Sachs & JBWere Superannuation Fund,55697537183,Corporate,429.0,4.00,Very high,745.00,,,,7.0
2019-12-31,Guild Retirement Fund (MySuper),Generic,Guild Retirement Fund,22599554834,Retail,1529.3,,,,,,,
2019-12-31,HESTA MySuper,Generic,HESTA,64971749321,Industry,44032.6,3.79,Medium to high,515.00,9.5,12.0,,5.5
2019-12-31,Balanced option,Generic,HOSTPLUS Superannuation Fund,68657495890,Industry,38101.4,3.00,Medium to high,533.00,13.0,12.0,0.0,8.0
2019-12-31,MySuper,Generic,IAG & NRMA Superannuation Plan,58244115920,Corporate,1563.9,2.66,High,660.00,7.0,3.0,,20.0
2019-12-31,Active Balanced,Generic,Incitec Pivot Employees Superannuation Fund,68569795856,Retail,55.6,2.60,High,674.00,13.0,3.4,,8.4
2019-12-31,Intrust MySuper,Generic,Intrust Super Fund,65704511371,Industry,2146.0,4.69,Medium to high,633.00,10.0,5.0,,13.0
2019-12-31,IOOF MySuper,Generic,IOOF Portfolio Service Superannuation Fund,70815369818,Retail,3355.1,3.00,High,632.00,10.0,2.7,,3.6
2019-12-31,MySuper Balanced,Generic,Labour Union Co-Operative Retirement Fund,26382680883,Industry,5651.3,2.90,Medium to high,489.81,10.0,8.0,,7.0
2019-12-31,MySuper Balanced,Generic,legalsuper,60346078879,Industry,2175.3,3.00,Medium to high,632.60,12.0,9.8,,
2019-12-31,LESF MySuper,Generic,LESF Super,13704288646,Retail,146.3,2.50,High,645.00,3.0,3.0,,
2019-12-31,LGIASuper MySuper Lifecycle,Generic,LGIAsuper,23053121564,Public Sector,8151.7,,,,,,,
2019-12-31,Vision MySuper,Generic,Local Authorities Superannuation Fund,24496637884,Public Sector,4709.8,3.00,High,488.00,11.0,11.0,,0.0
2019-12-31,Active Super Lifestage Product,Generic,Local Government Super,28901371321,Public Sector,4308.9,,,,,,,
2019-12-31,Balanced Option_MySuper Compliant,Generic,Lutheran Super,93371348387,Corporate,302.5,3.00,Medium to high,536.00,10.0,10.0,,5.0
2019-12-31,MYSUPER INVESTMENT OPTION,Generic,Maritime Super,77455663441,Industry,1015.2,,,,,,,
2019-12-31,Max Super Fund MySuper Plan,Generic,Max Super Fund,22508720840,Retail,24.7,4.00,High,564.00,12.0,,,
2019-12-31,MIESF MySuper,Generic,Meat Industry Employees Superannuation Fund,17317520544,Industry,865.7,2.30,Medium,397.00,22.0,10.0,,
2019-12-31,Balanced investment option (accumulation),Generic,Media Super,42574421650,Industry,4446.5,3.30,Medium to high,480.00,10.0,12.0,,8.0
2019-12-31,Mercer Santos MySuper,Large employer,Mercer Super Trust,19905422981,Retail,244.0,4.70,Medium to high,472.92,8.0,6.5,0.5,5.7
2019-12-31,Mercer SmartPath,Generic,Mercer Super Trust,19905422981,Retail,9020.9,,,,,,,
2019-12-31,Mercer Tailored (CRG) MySuper,Large employer,Mercer Super Trust,19905422981,Retail,989.5,,,,,,,
2019-12-31,Mercer WGSP MySuper,Large employer,Mercer Super Trust,19905422981,Retail,1113.6,,,,,,,
2019-12-31,Virgin Money MySuper,Material goodwill,Mercer Super Trust,19905422981,Retail,585.3,,,,,,,
2019-12-31,MySuper Balanced,Generic,Mercy Super,11789425178,Corporate,1104.6,3.50,Medium to high,660.20,12.0,12.0,,6.0
2019-12-31,Default Lifecycle,Generic,Mine Superannuation Fund,16457520308,Industry,6864.0,,,,,,,
2019-12-31,MySuper,Generic,MLC Super Fund,70732426024,Retail,26735.9,,,,,,,
2019-12-31,NAB Staff MySuper,Large employer,MLC Super Fund,70732426024,Retail,2685.9,4.70,Medium to high,558.00,10.0,5.0,,8.0
2019-12-31,MyCatholicSuper,Generic,MyLifeMyMoney Superannuation Fund,50237896957,Industry,6268.8,,,,,,,
2019-12-31,NESS MySuper,Generic,NESS Super,72229227691,Industry,711.3,3.00,Medium to high,557.00,12.0,7.5,,0.0
2019-12-31,Diversified (MySuper),Generic,NGS Super,73549180515,Industry,7955.4,3.70,Medium to high,460.00,9.0,10.0,,10.0
2019-12-31,MySuper Passive Balanced,Generic,OneSuper,43905581638,Retail,43.2,2.50,High,561.00,3.0,3.0,,
2019-12-31,Perpetual MySuper,Generic,Perpetual's Select Superannuation Fund,51068260563,Retail,224.4,3.00,High,550.00,6.0,0.0,0.0,12.0
2019-12-31,Pitcher Retirement Plan MySuper,Generic,Pitcher Retirement Plan,15828677472,Corporate,33.7,2.40,Medium,965.00,8.0,4.0,,
2019-12-31,MySuper,Generic,Prime Super,60562335823,Industry,4572.1,3.00,Medium to high,604.00,7.5,14.0,,0.0
2019-12-31,PSSap MySuper Balanced,Generic,Public Sector Superannuation Accumulation Plan,65127917725,Public Sector,12852.6,3.50,Medium to high,574.00,11.0,1.0,,19.0
2019-12-31,Glidepath,Generic,Qantas Superannuation Plan,41272198829,Corporate,1132.0,,,,,,,
2019-12-31,Balanced,Generic,Rei Super,76641658449,Industry,1358.0,3.00,Medium to high,600.80,11.0,3.0,,0.0
2019-12-31,REST Super,Generic,Retail Employees Superannuation Trust,62653671394,Industry,50627.6,4.60,Medium to high,452.60,11.0,11.0,1.0,6.0
2019-12-31,ANZ Smart Choice Super for employers and their employees,Generic,Retirement Portfolio Service,61808189263,Retail,11019.9,,,,,,,
2019-12-31,ANZ Smart Choice Super for QBE Management Services Pty Ltd and their employees,Large employer,Retirement Portfolio Service,61808189263,Retail,364.5,,,,,,,
2019-12-31,BT Super MySuper,Generic,Retirement Wrap,39827542991,Retail,12705.0,,,,,,,
2019-12-31,Westpac Group Plan MySuper,Large employer,Retirement Wrap,39827542991,Retail,2846.4,,,,,,,
2019-12-31,General Division,Generic,Russell Investments Master Trust,89384753567,Retail,3645.6,4.00,Medium to high,693.00,9.7,7.7,2.0,2.0
2019-12-31,smartMonday Lifecycle,Generic,Smart Future Trust,68964712340,Retail,2416.3,,,,,,,
2019-12-31,Balanced (MySuper),Generic,Spirit Super,74559365913,Industry,11273.6,3.30,Medium to high,443.00,10.5,15.5,,0.0
2019-12-31,Suncorp Lifestage Funds,Generic,SPSL Master Trust,98350952022,Retail,2036.4,,,,,,,
2019-12-31,Statewide MySuper,Generic,Statewide Superannuation Trust,54145196298,Industry,6360.0,3.00,High,523.00,9.0,9.0,,
2019-12-31,Sunsuper for Life,Generic,Sunsuper Superannuation Fund,98503137921,Industry,43375.4,,,,,,,
2019-12-31,Tasplan MySuper,Generic,Tasplan Superannuation Fund,14602032302,Industry,6542.5,,,,,,,
2019-12-31,Telstra Super MySuper,Generic,Telstra Superannuation Scheme,85502108833,Corporate,7718.7,,,,,,,
2019-12-31,Bendigo MySuper,Generic,The Bendigo Superannuation Plan,57526653420,Retail,318.9,,,,,,,
2019-12-31,VISSF Balanced Option (MySuper Product),Generic,The Victorian Independent Schools Superannuation Fund,37024873660,Industry,449.2,3.00,High,527.00,5.0,3.0,,
2019-12-31,MySuper Growth,Generic,Toyota Super,58208377062,Corporate,565.0,4.00,High,608.00,6.0,2.6,,9.6
2019-12-31,Balanced (MySuper),Generic,TWU Superannuation Fund,77343563307,Industry,5317.9,4.43,Medium to high,758.00,9.0,8.0,,6.0
2019-12-31,UniSuper Balanced,Generic,Unisuper,91385943850,Industry,22380.2,4.60,High,371.00,9.0,2.5,,0.0
2019-12-31,Balanced,Generic,United Technologies Corporation Retirement Plan,33227241196,Retail,51.4,2.60,High,594.00,10.0,,,20.0
2019-12-31,Growth (MySuper),Generic,Victorian Superannuation Fund,85977964496,Public Sector,14427.0,3.50,Medium to high,583.00,8.5,8.0,,5.0
2019-12-31,My WA Super,Generic,WA Local Government Superannuation Plan,18159499614,Public Sector,1886.0,2.50,High,553.00,10.0,8.0,0.0,12.0
2019-12-31,BT Business MySuper,Generic,Westpac Mastertrust - Superannuation Division,81236903448,Retail,4699.5,,,,,,,
2019-09-30,AMG MySuper,Generic,AMG Super,30099320583,Retail,192.4,2.42,High,520.00,10.0,,,
2019-09-30,AMP MySuper No.1,Generic,AMP Retirement Trust,73310248809,Retail,1149.4,4.60,High,452.52,6.0,6.0,,0.0
2019-09-30,AMP MySuper No.3,Generic,AMP Super Fund,78421957449,Retail,1195.9,,,,,,,
2019-09-30,AFLPA & AFL Industry MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,149.3,,,,,,,
2019-09-30,AMP MySuper No.2,Generic,AMP Superannuation Savings Trust,76514770399,Retail,14973.1,,,,,,,
2019-09-30,Anglican National MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,159.3,,,,,,,
2019-09-30,Australia Post MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,282.2,,,,,,,
2019-09-30,Brookfield Australia MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,138.2,4.40,High,270.00,8.0,5.0,,8.0
2019-09-30,CCA MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,382.8,,,,,,,
2019-09-30,Macquarie Group MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,425.0,4.50,Medium to high,470.00,,,,12.5
2019-09-30,Water Corporation MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,303.6,,,,,,,
2019-09-30,Woolworths Group MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,3077.2,5.00,Medium to high,463.50,6.0,5.0,,6.0
2019-09-30,ANZ Staff MySuper,Generic,ANZ Australian Staff Superannuation Scheme,83810127567,Corporate,2323.5,2.90,Medium to high,325.00,9.5,6.0,,16.0
2019-09-30,Asgard Employee MySuper,Generic,ASGARD Independence Plan Division Two,90194410365,Retail,2675.0,,,,,,,
2019-09-30,BALANCED,Generic,Australia Post Superannuation Scheme,42045077895,Public Sector,982.4,3.00,High,613.00,,,,23.0
2019-09-30,LifetimeOne,Generic,Australian Catholic Superannuation and Retirement Fund,24680629023,Industry,4890.4,,,,,,,
2019-09-30,ADF MySuper,Generic,Australian Defence Force Superannuation Scheme,90302247344,Public Sector,312.5,3.50,Medium to high,574.00,10.0,1.0,,15.0
2019-09-30,Balanced (accumulation),Generic,Australian Ethical Retail Superannuation Fund,49633667743,Retail,1159.0,3.50,Medium to high,657.00,10.0,5.0,,
2019-09-30,AMIST MySuper,Generic,Australian Meat Industry Superannuation Trust,28342064803,Industry,1986.8,3.00,Medium to high,469.00,15.0,10.0,,5.0
2019-09-30,QSuper Lifetime,Generic,Australian Retirement Trust,60905115063,Public Sector,45899.8,,,,,,,
2019-09-30,AustralianSuper MySuper,Generic,AustralianSuper,65714394898,Industry,125116.0,3.84,High,417.00,7.0,13.0,,0.0
2019-09-30,AvSuper Growth (MySuper),Generic,AvSuper Fund,84421446069,Public Sector,745.1,3.50,Medium to high,560.00,10.0,8.0,,1.0
2019-09-30,MySuper Lifecycle,Generic,Aware Super,53226460365,Public Sector,55477.0,,,,,,,
2019-09-30,BOC MySuper,Generic,Boc Gases Superannuation Fund,49620344668,Corporate,462.0,2.60,High,649.00,11.0,7.4,,7.4
2019-09-30,BUSSQ MySuper,Generic,Building Unions Superannuation Scheme (Queensland),85571332201,Industry,3570.9,4.00,Medium to high,647.00,13.0,12.5,4.0,
2019-09-30,CareSuper,Generic,Care Super,98172275725,Industry,12211.1,5.70,Medium,583.00,12.0,8.0,,
2019-09-30,My Ethical Super,Generic,Christian Super,66628776348,Industry,972.3,2.60,High,700.00,10.0,6.0,,0.3
2019-09-30,Club Plus Super _ MySuper,Generic,Club Plus Superannuation Scheme,95275115088,Industry,2374.5,2.67,High,599.00,11.0,6.0,,16.0
2019-09-30,Club MySuper,Generic,Club Super,12737334298,Industry,487.1,3.51,Medium to high,746.00,11.0,10.0,,10.0
2019-09-30,FirstChoice Employer Super,Generic,Colonial First State FirstChoice Superannuation Trust,26458298557,Retail,10017.5,,,,,,,
2019-09-30,Accumulate Plus Balanced,Generic,Commonwealth Bank Group Super,24248426878,Corporate,6086.3,2.00,High,412.65,8.1,7.2,,2.7
2019-09-30,Growth (Cbus MySuper),Generic,CONSTRUCTION AND BUILDING UNIONS SUPERANNUATION FUND,75493363262,Industry,46169.9,3.60,Medium to high,478.00,13.0,11.0,,5.0
2019-09-30,Balanced (MySuper),Generic,Energy Industries Superannuation Scheme-Pool A,22277243559,Public Sector,1425.7,2.50,Medium,420.00,10.0,10.0,,17.0
2019-09-30,MySuper,Generic,Energy Super,33761363685,Industry,2274.8,4.94,Medium to high,532.00,12.0,8.0,,13.0
2019-09-30,Equipsuper MySuper,Generic,equipsuper,33813823017,Industry,6355.1,3.75,Medium,432.00,7.0,7.0,,13.0
2019-09-30,Essential Super,Generic,Essential Super,56601925435,Retail,3598.6,,,,,,,
2019-09-30,First Super MySuper,Generic,First Super,56286625181,Industry,2847.1,3.50,Medium,818.00,10.0,10.0,,2.0
2019-09-30,Goldman Sachs & JBWere Superannuation Fund_MySuper Product,Generic,Goldman Sachs & JBWere Superannuation Fund,55697537183,Corporate,435.6,4.00,Very high,745.00,,,,7.0
2019-09-30,Guild Retirement Fund (MySuper),Generic,Guild Retirement Fund,22599554834,Retail,1460.2,,,,,,,
2019-09-30,HESTA MySuper,Generic,HESTA,64971749321,Industry,42808.1,3.79,Medium to high,515.00,9.5,12.0,,5.5
2019-09-30,Balanced option,Generic,HOSTPLUS Superannuation Fund,68657495890,Industry,35353.7,3.00,Medium to high,533.00,13.0,12.0,0.0,8.0
2019-09-30,MySuper,Generic,IAG & NRMA Superannuation Plan,58244115920,Corporate,1530.5,2.66,High,660.00,7.0,3.0,,20.0
2019-09-30,Active Balanced,Generic,Incitec Pivot Employees Superannuation Fund,68569795856,Retail,55.1,2.60,High,674.00,13.0,3.4,,8.4
2019-09-30,Intrust MySuper,Generic,Intrust Super Fund,65704511371,Industry,2090.6,4.69,Medium to high,558.00,10.0,5.0,,13.0
2019-09-30,IOOF MySuper,Generic,IOOF Portfolio Service Superannuation Fund,70815369818,Retail,3332.8,3.00,High,632.00,10.0,2.7,,3.6
2019-09-30,MySuper Balanced,Generic,Labour Union Co-Operative Retirement Fund,26382680883,Industry,5559.8,2.90,Medium to high,489.81,10.0,8.0,,7.0
2019-09-30,MySuper Balanced,Generic,legalsuper,60346078879,Industry,2187.6,3.00,Medium to high,632.60,12.0,9.8,,
2019-09-30,LESF MySuper,Generic,LESF Super,13704288646,Retail,149.2,2.50,High,645.00,3.0,3.0,,
2019-09-30,LGIASuper MySuper Lifecycle,Generic,LGIAsuper,23053121564,Public Sector,7939.2,,,,,,,
2019-09-30,Vision MySuper,Generic,Local Authorities Superannuation Fund,24496637884,Public Sector,4568.2,3.00,High,498.00,11.1,11.0,,5.0
2019-09-30,Active Super Lifestage Product,Generic,Local Government Super,28901371321,Public Sector,4188.3,,,,,,,
2019-09-30,Balanced Option_MySuper Compliant,Generic,Lutheran Super,93371348387,Corporate,292.9,3.00,Medium to high,536.00,10.0,10.0,,5.0
2019-09-30,Moderate investment option,Generic,Maritime Super,77455663441,Industry,999.6,4.00,Medium,853.00,7.0,4.0,,10.0
2019-09-30,Max Super Fund MySuper Plan,Generic,Max Super Fund,22508720840,Retail,24.7,4.00,High,564.00,12.0,,,
2019-09-30,MIESF MySuper,Generic,Meat Industry Employees Superannuation Fund,17317520544,Industry,848.0,2.30,Medium,397.00,22.0,10.0,,
2019-09-30,Balanced investment option (accumulation),Generic,Media Super,42574421650,Industry,4416.8,3.30,Medium to high,500.00,10.0,12.0,,8.0
2019-09-30,Mercer Santos MySuper,Large employer,Mercer Super Trust,19905422981,Retail,214.4,4.70,Medium to high,512.92,8.0,6.5,0.5,10.5
2019-09-30,Mercer SmartPath,Generic,Mercer Super Trust,19905422981,Retail,8998.3,,,,,,,
2019-09-30,Mercer Tailored (CRG) MySuper,Large employer,Mercer Super Trust,19905422981,Retail,990.7,,,,,,,
2019-09-30,Mercer WGSP MySuper,Large employer,Mercer Super Trust,19905422981,Retail,1109.0,,,,,,,
2019-09-30,Virgin Money MySuper,Material goodwill,Mercer Super Trust,19905422981,Retail,575.0,,,,,,,
2019-09-30,MySuper Balanced,Generic,Mercy Super,11789425178,Corporate,1070.9,3.50,Medium to high,660.20,12.0,12.0,,6.0
2019-09-30,Default Lifecycle,Generic,Mine Superannuation Fund,16457520308,Industry,6811.4,,,,,,,
2019-09-30,MySuper,Generic,MLC Super Fund,70732426024,Retail,26243.3,,,,,,,
2019-09-30,NAB Staff MySuper,Large employer,MLC Super Fund,70732426024,Retail,2611.4,4.70,Medium to high,573.00,10.0,5.0,,8.0
2019-09-30,MyCatholicSuper,Generic,MyLifeMyMoney Superannuation Fund,50237896957,Industry,6118.8,,,,,,,
2019-09-30,NESS MySuper,Generic,NESS Super,72229227691,Industry,694.8,3.00,Medium to high,557.00,12.0,7.5,,0.0
2019-09-30,Diversified (MySuper),Generic,NGS Super,73549180515,Industry,7618.1,3.70,Medium to high,615.00,9.0,10.0,,10.0
2019-09-30,MySuper Passive Balanced,Generic,OneSuper,43905581638,Retail,42.6,2.50,High,561.00,3.0,3.0,,
2019-09-30,Perpetual MySuper,Generic,Perpetual's Select Superannuation Fund,51068260563,Retail,231.8,3.00,High,550.00,6.0,0.0,0.0,12.0
2019-09-30,Pitcher Retirement Plan MySuper,Generic,Pitcher Retirement Plan,15828677472,Corporate,32.6,2.40,Medium,965.00,8.0,4.0,,
2019-09-30,MySuper,Generic,Prime Super,60562335823,Industry,4434.1,3.00,Medium to high,604.00,7.5,14.0,,0.0
2019-09-30,PSSap MySuper Balanced,Generic,Public Sector Superannuation Accumulation Plan,65127917725,Public Sector,12402.6,3.50,Medium to high,574.00,10.0,1.0,,15.0
2019-09-30,Glidepath,Generic,Qantas Superannuation Plan,41272198829,Corporate,1127.1,,,,,,,
2019-09-30,Balanced,Generic,Rei Super,76641658449,Industry,1326.1,3.00,Medium to high,660.80,11.0,3.0,,0.0
2019-09-30,REST Super,Generic,Retail Employees Superannuation Trust,62653671394,Industry,49983.6,4.60,Medium to high,452.60,11.0,11.0,1.0,6.0
2019-09-30,ANZ Smart Choice Super for employers and their employees,Generic,Retirement Portfolio Service,61808189263,Retail,10929.3,,,,,,,
2019-09-30,ANZ Smart Choice Super for QBE Management Services Pty Ltd and their employees,Large employer,Retirement Portfolio Service,61808189263,Retail,358.6,,,,,,,
2019-09-30,BT Super MySuper,Generic,Retirement Wrap,39827542991,Retail,12350.5,,,,,,,
2019-09-30,Westpac Group Plan MySuper,Large employer,Retirement Wrap,39827542991,Retail,2729.9,,,,,,,
2019-09-30,General Division,Generic,Russell Investments Master Trust,89384753567,Retail,3593.8,4.00,Medium to high,693.00,10.0,7.5,2.0,2.0
2019-09-30,smartMonday Lifecycle,Generic,Smart Future Trust,68964712340,Retail,2389.1,,,,,,,
2019-09-30,Balanced (MySuper),Generic,Spirit Super,74559365913,Industry,10927.8,3.30,Medium to high,443.00,10.5,15.5,,0.0
2019-09-30,Suncorp Lifestage Funds,Generic,SPSL Master Trust,98350952022,Retail,1988.1,,,,,,,
2019-09-30,Statewide MySuper,Generic,Statewide Superannuation Trust,54145196298,Industry,6155.5,3.00,High,523.00,9.0,9.0,,
2019-09-30,Sunsuper for Life,Generic,Sunsuper Superannuation Fund,98503137921,Industry,42686.1,,,,,,,
2019-09-30,Tasplan MySuper,Generic,Tasplan Superannuation Fund,14602032302,Industry,6343.6,,,,,,,
2019-09-30,Telstra Super MySuper,Generic,Telstra Superannuation Scheme,85502108833,Corporate,7555.6,,,,,,,
2019-09-30,Bendigo MySuper,Generic,The Bendigo Superannuation Plan,57526653420,Retail,307.5,,,,,,,
2019-09-30,VISSF Balanced Option (MySuper Product),Generic,The Victorian Independent Schools Superannuation Fund,37024873660,Industry,448.1,3.00,High,527.00,5.0,3.0,,
2019-09-30,MySuper Growth,Generic,Toyota Super,58208377062,Corporate,561.7,4.00,High,608.00,6.0,2.6,,9.6
2019-09-30,Balanced (MySuper),Generic,TWU Superannuation Fund,77343563307,Industry,5173.7,4.27,Medium to high,808.00,9.0,8.0,,6.0
2019-09-30,UniSuper Balanced,Generic,Unisuper,91385943850,Industry,21401.8,4.60,High,371.00,9.0,2.5,,
2019-09-30,Balanced,Generic,United Technologies Corporation Retirement Plan,33227241196,Retail,51.7,2.60,High,594.00,10.0,,,20.0
